"HPA.category","Annotation","N_BG","Freq_BG","N_MS","Freq_MS","N_Olink","Freq_Olink","N.diff","Freq.diff","Fisher.pvalue","Fisher.adj.p","Higher","Enr.pvalue_MS","Enr.adj.p_MS","Enr.pvalue_Olink","Enr.adj.p_Olink","Enriched"
"Protein.class","Rna polymerase related proteins",2,0.0470477534697718,0,0,2,0.0691802144586648,-2,-0.0691802144586648,0.502789485339003,0.59855891111786,"Olink",1,1,0.462451187955775,0.812175136029446,"None"
"Protein.class","Transcription factors",81,1.90543401552576,17,0.684655658477648,67,2.31753718436527,-50,-1.63288152588762,7.50617642128762e-07,6.25514701773969e-06,"Olink",0.99999999999921,1,0.00204208926913298,0.00850870528805408,"Olink"
"Protein.class","Transporters",452,10.6327922841684,260,10.4712041884817,319,11.034244206157,-59,-0.563040017675364,0.536781662392381,0.609979161809523,"Olink",0.676243431686494,1,0.117642844897705,0.267370102040239,"None"
"Protein.class","Voltage-gated ion channels",8,0.188191013879087,0,0,8,0.276720857834659,-8,-0.276720857834659,0.00904764746671697,0.0251323540742138,"Olink",1,1,0.0456150604289963,0.142547063840613,"None"
"Protein.class","Unknown",0,0,0,0,0,0,0,0,1,1,"No difference",1,1,1,1,"None"
"Biological.process","Acute phase",18,0.423429781227946,15,0.604107933950866,12,0.415081286751989,3,0.189026647198877,0.340623727563397,1,"MS",0.0239444550777734,0.355483063846943,0.655524006391223,1,"None"
"Biological.process","Adaptive immunity",184,4.32839331921901,130,5.23560209424084,83,2.87097890003459,47,2.36462319420625,1.20775807827684e-05,0.000776991030358101,"MS",0.000305727404351959,0.00875828981454482,0.999999999983581,1,"MS"
"Biological.process","Amino-acid biosynthesis",12,0.282286520818631,9,0.36246476037052,9,0.311310965063992,0,0.0511537953065278,0.815199807814966,1,"MS",0.192709783557383,1,0.431988387850408,1,"None"
"Biological.process","Amino-acid transport",2,0.0470477534697718,2,0.0805477245267821,0,0,2,0.0805477245267821,0.213434191869352,0.91105163505882,"MS",0.341113149847095,1,1,1,"None"
"Biological.process","Angiogenesis",77,1.81133850858622,52,2.09424083769634,62,2.14458664821861,-10,-0.0503458105222743,0.924591364912141,1,"Olink",0.0626071441387283,0.626450635806385,0.00993554780570289,0.174323702409151,"None"
"Biological.process","Anion exchange",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Antiport",3,0.0705716302046577,1,0.0402738622633911,2,0.0691802144586648,-1,-0.0289063521952738,1,1,"Olink",0.92813081113527,1,0.758489604345445,1,"None"
"Biological.process","Antiviral defense",29,0.682192425311691,9,0.36246476037052,22,0.760982359045313,-13,-0.398517598674794,0.0696642763803123,0.590242378536052,"Olink",0.999259098632378,1,0.242915743780047,1,"None"
"Biological.process","Apoptosis",180,4.23429781227946,84,3.38300443012485,142,4.9117952265652,-58,-1.52879079644035,0.00628667299418535,0.121332788787777,"Olink",0.999547164247064,1,0.000649769179840276,0.0432329926177688,"Olink"
"Biological.process","Arginine biosynthesis",3,0.0705716302046577,3,0.120821586790173,1,0.0345901072293324,2,0.0862314795608408,0.341418038623329,1,"MS",0.199176682694903,1,0.96730424511027,1,"None"
"Biological.process","Arginine metabolism",2,0.0470477534697718,1,0.0402738622633911,2,0.0691802144586648,-1,-0.0289063521952738,1,1,"Olink",0.82708256880734,1,0.462451187955775,1,"None"
"Biological.process","Aromatic hydrocarbons catabolism",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Atp synthesis",4,0.0940955069395436,2,0.0805477245267821,2,0.0691802144586648,0,0.0113675100681173,1,1,"MS",0.802105955237583,1,0.900550412210403,1,"None"
"Biological.process","Autophagy",40,0.940955069395436,17,0.684655658477648,27,0.933932895191975,-10,-0.249277236714327,0.363371844575477,1,"Olink",0.98594523986753,1,0.601808615602229,1,"None"
"Biological.process","B-cell activation",7,0.164667137144201,3,0.120821586790173,7,0.242130750605327,-4,-0.121309163815154,0.357391331296663,1,"Olink",0.887721484016526,1,0.0671256298407282,0.621928475184386,"None"
"Biological.process","Behavior",2,0.0470477534697718,0,0,2,0.0691802144586648,-2,-0.0691802144586648,0.502789485339003,1,"Olink",1,1,0.462451187955775,1,"None"
"Biological.process","Bile acid catabolism",1,0.0235238767348859,0,0,1,0.0345901072293324,-1,-0.0345901072293324,1,1,"Olink",1,1,0.680075276405552,1,"None"
"Biological.process","Biological rhythms",40,0.940955069395436,16,0.644381796214257,26,0.899342787962643,-10,-0.254960991748386,0.35173014022589,1,"Olink",0.994048881689257,1,0.723309921375005,1,"None"
"Biological.process","Biomineralization",15,0.352858151023289,10,0.402738622633911,11,0.380491179522657,-1,0.0222474431112541,1,1,"MS",0.354727936972034,1,0.447780493679966,1,"None"
"Biological.process","Blood coagulation",40,0.940955069395436,37,1.49013290374547,32,1.10688343133864,5,0.383249472406832,0.225822993371505,0.91105163505882,"MS",1.667366351849e-06,0.000107267235302286,0.0676709739837933,0.621928475184386,"MS"
"Biological.process","Branched-chain amino acid biosynthesis",2,0.0470477534697718,1,0.0402738622633911,2,0.0691802144586648,-1,-0.0289063521952738,1,1,"Olink",0.82708256880734,1,0.462451187955775,1,"None"
"Biological.process","Calcium transport",16,0.376382027758175,5,0.201369311316955,11,0.380491179522657,-6,-0.179121868205701,0.316394986851427,1,"Olink",0.992965545783478,1,0.592900245414075,1,"None"
"Biological.process","Carbohydrate metabolism",40,0.940955069395436,34,1.3693113169553,18,0.622621930127983,16,0.746689386827313,0.00733164420664566,0.128637030171147,"MS",0.000280190276704423,0.00875828981454482,0.999274427598624,1,"MS"
"Biological.process","Catecholamine biosynthesis",2,0.0470477534697718,1,0.0402738622633911,2,0.0691802144586648,-1,-0.0289063521952738,1,1,"Olink",0.82708256880734,1,0.462451187955775,1,"None"
"Biological.process","Catecholamine metabolism",3,0.0705716302046577,2,0.0805477245267821,2,0.0691802144586648,0,0.0113675100681173,1,1,"MS",0.624986084151478,1,0.758489604345445,1,"None"
"Biological.process","Cell adhesion",282,6.63373323923783,205,8.25614176399517,212,7.33310273261847,-7,0.923039031376696,0.219739421429889,0.91105163505882,"MS",1.83733678042929e-07,3.54605998622853e-05,0.00400222020552551,0.0965535624583029,"MS"
"Biological.process","Cell cycle",132,3.10515172900494,45,1.8123238018526,99,3.42442061570391,-54,-1.61209681385131,0.00025020291031918,0.0120722904229005,"Olink",0.999999996844382,1,0.0468078933405392,0.564620213420254,"None"
"Biological.process","Cell division",89,2.09362502940485,29,1.16794200563834,66,2.28294707713594,-37,-1.1150050714976,0.00242896610408586,0.0908015185704893,"Olink",0.999999805408179,1,0.125692126031805,0.808619344137948,"None"
"Biological.process","Cell shape",7,0.164667137144201,4,0.161095449053564,5,0.172950536146662,-1,-0.0118550870930978,1,1,"Olink",0.678966763474784,1,0.601541778646237,1,"None"
"Biological.process","Cgmp biosynthesis",4,0.0940955069395436,2,0.0805477245267821,2,0.0691802144586648,0,0.0113675100681173,1,1,"MS",0.802105955237583,1,0.900550412210403,1,"None"
"Biological.process","Chemotaxis",58,1.36438485062338,23,0.926298832057994,54,1.86786579038395,-31,-0.941566958325956,0.00384084621573366,0.105897617090942,"Olink",0.998765493314608,1,4.22320540134446e-06,0.000815078642459481,"Olink"
"Biological.process","Chitin degradation",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Cholesterol biosynthesis",7,0.164667137144201,3,0.120821586790173,5,0.172950536146662,-2,-0.0521289493564889,0.73262044518862,1,"Olink",0.887721484016526,1,0.601541778646237,1,"None"
"Biological.process","Cholesterol metabolism",24,0.564573041637262,18,0.724929520741039,18,0.622621930127983,0,0.102307590613056,0.737959012480923,1,"MS",0.0714088807654946,0.626450635806385,0.310034196898368,1,"None"
"Biological.process","Chondrogenesis",5,0.11761938367443,3,0.120821586790173,3,0.103770321687997,0,0.0170512651021759,1,1,"MS",0.654804946366351,1,0.80970107051951,1,"None"
"Biological.process","Chromosome partition",7,0.164667137144201,4,0.161095449053564,3,0.103770321687997,1,0.057325127365567,0.710680227686961,1,"MS",0.678966763474784,1,0.96212551177054,1,"None"
"Biological.process","Cilium biogenesis/degradation",24,0.564573041637262,11,0.443012484897302,18,0.622621930127983,-7,-0.179609445230682,0.456235937617263,1,"Olink",0.927029182713925,1,0.310034196898368,1,"None"
"Biological.process","Cobalt transport",3,0.0705716302046577,2,0.0805477245267821,3,0.103770321687997,-1,-0.0232225971612151,1,1,"Olink",0.624986084151478,1,0.31443197976094,1,"None"
"Biological.process","Coenzyme a biosynthesis",2,0.0470477534697718,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.82708256880734,1,0.897699364855328,1,"None"
"Biological.process","Collagen degradation",14,0.329334274288403,11,0.443012484897302,10,0.345901072293324,1,0.0971114126039775,0.662871326826484,1,"MS",0.101046423489576,0.750075374364929,0.5189047871366,1,"None"
"Biological.process","Complement activation lectin pathway",4,0.0940955069395436,4,0.161095449053564,3,0.103770321687997,1,0.057325127365567,0.710680227686961,1,"MS",0.116280172571412,0.758651880737462,0.616428796480487,1,"None"
"Biological.process","Complement alternate pathway",12,0.282286520818631,12,0.483286347160693,10,0.345901072293324,2,0.137385274867369,0.522004092730116,1,"MS",0.00155960449813392,0.0334448520155384,0.207622985896347,1,"MS"
"Biological.process","Complement pathway",28,0.658668548576805,26,1.04712041884817,20,0.691802144586648,6,0.355318274261519,0.181843918871696,0.877396908555936,"MS",5.88976181385303e-05,0.00284181007518409,0.435746639337767,1,"MS"
"Biological.process","Copper transport",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Cysteine biosynthesis",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Cytolysis",12,0.282286520818631,8,0.322190898107128,8,0.276720857834659,0,0.0454700402724692,0.805665137290348,1,"MS",0.39353877896713,1,0.669603255528601,1,"None"
"Biological.process","Cytoplasmic inwards viral transport",1,0.0235238767348859,0,0,1,0.0345901072293324,-1,-0.0345901072293324,1,1,"Olink",1,1,0.680075276405552,1,"None"
"Biological.process","Deoxyribonucleotide synthesis",2,0.0470477534697718,0,0,2,0.0691802144586648,-2,-0.0691802144586648,0.502789485339003,1,"Olink",1,1,0.462451187955775,1,"None"
"Biological.process","Detoxification",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Differentiation",181,4.25782168901435,95,3.82601691502215,138,4.77343479764787,-43,-0.947417882625722,0.0932402984059456,0.590242378536052,"Olink",0.957576924658337,1,0.00832284729348029,0.174323702409151,"None"
"Biological.process","Digestion",6,0.141143260409315,6,0.241643173580346,4,0.13836042891733,2,0.103282744663017,0.528553146944795,1,"MS",0.0396114960902621,0.477813671588787,0.706677146769709,1,"None"
"Biological.process","Dna damage",70,1.64667137144201,25,1.00684655658478,51,1.76409546869595,-26,-0.757248912111177,0.0203218345679347,0.301701082431647,"Olink",0.999965148713642,1,0.229386819191703,1,"None"
"Biological.process","Dna recombination",15,0.352858151023289,5,0.201369311316955,10,0.345901072293324,-5,-0.144531760976369,0.438412224355032,1,"Olink",0.987030136576091,1,0.661153374049868,1,"None"
"Biological.process","Dna repair",60,1.41143260409315,23,0.926298832057994,41,1.41819439640263,-18,-0.491895564344634,0.102416226605756,0.590242378536052,"Olink",0.999486510555004,1,0.540234654660303,1,"None"
"Biological.process","Dna replication",10,0.235238767348859,3,0.120821586790173,8,0.276720857834659,-5,-0.155899271044486,0.240876371043159,0.925614264257382,"Olink",0.984027613492684,1,0.331208611118938,1,"None"
"Biological.process","Dna synthesis",3,0.0705716302046577,1,0.0402738622633911,3,0.103770321687997,-2,-0.0634964594246062,0.629174131547891,1,"Olink",0.92813081113527,1,0.31443197976094,1,"None"
"Biological.process","Electron transport",18,0.423429781227946,9,0.36246476037052,14,0.484261501210654,-5,-0.121796740840134,0.53630960672867,1,"Olink",0.832915775086768,1,0.268822251342694,1,"None"
"Biological.process","Endocytosis",56,1.31733709715361,31,1.24848973016512,44,1.52196471809063,-13,-0.273474987925503,0.416251919552791,1,"Olink",0.728157060620095,1,0.0556293766256636,0.621928475184386,"None"
"Biological.process","Er-golgi transport",24,0.564573041637262,18,0.724929520741039,11,0.380491179522657,7,0.344438341218382,0.0947309925924708,0.590242378536052,"MS",0.0714088807654946,0.626450635806385,0.993211355326636,1,"None"
"Biological.process","Erythrocyte maturation",3,0.0705716302046577,0,0,3,0.103770321687997,-3,-0.103770321687997,0.254184228008504,0.925614264257382,"Olink",1,1,0.31443197976094,1,"None"
"Biological.process","Exocytosis",11,0.258762644083745,6,0.241643173580346,6,0.207540643375994,0,0.0341025302043519,1,1,"MS",0.717511153885436,1,0.897332492074412,1,"None"
"Biological.process","Fatty acid biosynthesis",11,0.258762644083745,5,0.201369311316955,9,0.311310965063992,-4,-0.109941653747036,0.593399371218681,1,"Olink",0.880141652367361,1,0.263714336384862,1,"None"
"Biological.process","Fatty acid metabolism",35,0.823335685721007,19,0.76520338300443,25,0.86475268073331,-6,-0.0995492977288801,0.762255078150956,1,"Olink",0.749747613736133,1,0.408023433166685,1,"None"
"Biological.process","Fertilization",15,0.352858151023289,6,0.241643173580346,14,0.484261501210654,-8,-0.242618327630307,0.179537925658946,0.877396908555936,"Olink",0.955566390566149,1,0.024619624375543,0.365506731113831,"None"
"Biological.process","Fibrinolysis",8,0.188191013879087,7,0.281917035843737,8,0.276720857834659,-1,0.00519617800907812,1,1,"MS",0.0905159683374756,0.698783275565312,0.0456150604289963,0.564620213420254,"None"
"Biological.process","Fucose metabolism",1,0.0235238767348859,1,0.0402738622633911,0,0,1,0.0402738622633911,0.462039449199851,1,"MS",0.584097859327217,1,1,1,"None"
"Biological.process","Galactose metabolism",1,0.0235238767348859,1,0.0402738622633911,0,0,1,0.0402738622633911,0.462039449199851,1,"MS",0.584097859327217,1,1,1,"None"
"Biological.process","Gaseous exchange",4,0.0940955069395436,3,0.120821586790173,3,0.103770321687997,0,0.0170512651021759,1,1,"MS",0.447866213065375,1,0.616428796480487,1,"None"
"Biological.process","Gastrulation",1,0.0235238767348859,0,0,1,0.0345901072293324,-1,-0.0345901072293324,1,1,"Olink",1,1,0.680075276405552,1,"None"
"Biological.process","Gluconate utilization",1,0.0235238767348859,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.584097859327217,1,0.680075276405552,1,"None"
"Biological.process","Gluconeogenesis",4,0.0940955069395436,4,0.161095449053564,2,0.0691802144586648,2,0.0919152345948994,0.424425834598038,1,"MS",0.116280172571412,0.758651880737462,0.900550412210403,1,"None"
"Biological.process","Glucose metabolism",9,0.211714890613973,8,0.322190898107128,3,0.103770321687997,5,0.218420576419131,0.126789034953556,0.661359020163143,"MS",0.0584362942222272,0.626450635806385,0.993632164243313,1,"None"
"Biological.process","Glutathione biosynthesis",6,0.141143260409315,6,0.241643173580346,3,0.103770321687997,3,0.137872851892349,0.31783055521088,1,"MS",0.0396114960902621,0.477813671588787,0.91272499426931,1,"None"
"Biological.process","Glycerol metabolism",2,0.0470477534697718,1,0.0402738622633911,1,0.0345901072293324,0,0.00568375503405865,1,1,"MS",0.82708256880734,1,0.897699364855328,1,"None"
"Biological.process","Glycogen biosynthesis",4,0.0940955069395436,2,0.0805477245267821,2,0.0691802144586648,0,0.0113675100681173,1,1,"MS",0.802105955237583,1,0.900550412210403,1,"None"
"Biological.process","Glycogen metabolism",8,0.188191013879087,6,0.241643173580346,3,0.103770321687997,3,0.137872851892349,0.31783055521088,1,"MS",0.282845076310224,1,0.984223047685793,1,"None"
"Biological.process","Glycolysis",20,0.470477534697718,19,0.76520338300443,7,0.242130750605327,12,0.523072632399103,0.00898901678833743,0.14457335334576,"MS",0.000317658179802144,0.00875828981454482,0.999465815661414,1,"MS"
"Biological.process","Glyoxylate bypass",2,0.0470477534697718,2,0.0805477245267821,0,0,2,0.0805477245267821,0.213434191869352,0.91105163505882,"MS",0.341113149847095,1,1,1,"None"
"Biological.process","Growth arrest",4,0.0940955069395436,2,0.0805477245267821,3,0.103770321687997,-1,-0.0232225971612151,1,1,"Olink",0.802105955237583,1,0.616428796480487,1,"None"
"Biological.process","Growth regulation",18,0.423429781227946,6,0.241643173580346,17,0.588031822898651,-11,-0.346388649318305,0.0599382133749361,0.590242378536052,"Olink",0.991619044806096,1,0.00906111477204835,0.174323702409151,"None"
"Biological.process","Hearing",10,0.235238767348859,2,0.0805477245267821,9,0.311310965063992,-7,-0.23076324053721,0.0735460711105783,0.590242378536052,"Olink",0.997693917960555,1,0.120425680966351,0.801453669879506,"None"
"Biological.process","Heme biosynthesis",6,0.141143260409315,4,0.161095449053564,5,0.172950536146662,-1,-0.0118550870930978,1,1,"Olink",0.51135471751978,1,0.378032347296854,1,"None"
"Biological.process","Hemostasis",40,0.940955069395436,37,1.49013290374547,32,1.10688343133864,5,0.383249472406832,0.225822993371505,0.91105163505882,"MS",1.667366351849e-06,0.000107267235302286,0.0676709739837933,0.621928475184386,"MS"
"Biological.process","Histidine metabolism",3,0.0705716302046577,2,0.0805477245267821,1,0.0345901072293324,1,0.0459576172974497,0.598769996080524,1,"MS",0.624986084151478,1,0.96730424511027,1,"None"
"Biological.process","Host-virus interaction",308,7.24535403434486,192,7.73258155457108,196,6.77966101694915,-4,0.952920537621931,0.186450485506811,0.877681553727185,"MS",0.0814715332597553,0.683652431266642,0.960670627087116,1,"None"
"Biological.process","Hydrogen ion transport",11,0.258762644083745,6,0.241643173580346,6,0.207540643375994,0,0.0341025302043519,1,1,"MS",0.717511153885436,1,0.897332492074412,1,"None"
"Biological.process","Hydrogen peroxide",5,0.11761938367443,3,0.120821586790173,4,0.13836042891733,-1,-0.0175388421271565,1,1,"Olink",0.654804946366351,1,0.487580613787806,1,"None"
