"","Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","log2FC","mean.testGrp","mean.refGrp","n.testGrp","n.refGrp","n.total","statistic","p.value","adj.p","parameter","conf.low","conf.high","method","alternative","Significance"
"22","MS","P02652","APOA2","Apolipoprotein A-II","APOA2","OID30686","Inflammation II",0.213564489606041,0.121955608164865,-0.0916088814411765,37,51,88,2.80601894461884,0.00620245038799357,0.046149184434476,85.9962348418678,0.062263864883302,0.364865114328781,"Welch Two Sample t-test","two.sided","S"
"23","MS","P06396","GSN","Gelsolin","GSN","OID30714","Inflammation II",0.066775334954531,0.104607008948649,0.0378316739941176,37,51,88,1.30641834537673,0.195191372170991,0.433627217854815,79.2032333496931,-0.0349590576035018,0.168509727512564,"Welch Two Sample t-test","two.sided","NS"
"24","MS","P07358","C8B","Complement component C8 beta chain","C8B","OID30719","Inflammation II",0.136450787502067,0.213438276543243,0.0769874890411765,37,51,88,2.23719930160442,0.0287397379683602,0.146035253904269,64.426535700347,0.014621216115835,0.258280358888299,"Welch Two Sample t-test","two.sided","NS"
"25","MS","P02748","C9","Complement component C9","C9","OID30698","Inflammation II",-0.0414405931563858,0.0378083580945946,0.0792489512509804,37,51,88,-0.486572680874411,0.627911841680931,0.834876417431332,78.7960093159221,-0.210970780607467,0.128089594294696,"Welch Two Sample t-test","two.sided","NS"
"26","MS","P00746","CFD","Complement factor D","CFD","OID30738","Inflammation II",-0.17965967305257,-0.0218696459486486,0.157790027103922,37,51,88,-3.07298048497076,0.00283891269738762,0.0286180715462462,85.9768239752118,-0.295883314806315,-0.063436031298825,"Welch Two Sample t-test","two.sided","S"
"27","MS","P02786","TFRC","Transferrin receptor protein 1","TFRC","OID20369","Cardiometabolic",0.051612856900371,0.146838813251351,0.0952259563509804,37,51,88,0.861530673675633,0.391964077247157,0.641302482406998,68.2178976478533,-0.067925424484544,0.171151138285286,"Welch Two Sample t-test","two.sided","NS"
"28","MS","P02749","APOH","Beta-2-glycoprotein 1","APOH","OID21072","Neurology",0.0682446185302596,0.219298827645946,0.151054209115686,37,51,88,1.41523048711897,0.160879004951915,0.39428570063117,80.0611098181483,-0.0277182150137145,0.164207452074234,"Welch Two Sample t-test","two.sided","NS"
"29","MS","P08185","SERPINA6","Corticosteroid-binding globulin","SERPINA6","OID30743","Inflammation II",0.218546085268574,0.170355992678378,-0.0481900925901961,37,51,88,4.53271292312654,3.28575644843475e-05,0.00205359778027172,53.7989080709755,0.12187196559581,0.315220204941339,"Welch Two Sample t-test","two.sided","S"
"30","MS","P36955","SERPINF1","Pigment epithelium-derived factor","SERPINF1","OID30757","Inflammation II",0.0161077945138315,0.0857693784432432,0.0696615839294118,37,51,88,0.388882461709032,0.698366121689057,0.872755900408068,82.405267416788,-0.0662851608503022,0.0985007498779651,"Welch Two Sample t-test","two.sided","NS"
"31","MS","P19827","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","ITIH1","OID30722","Inflammation II",0.184794725205246,0.165542090540541,-0.0192526346647059,37,51,88,3.6381151519843,0.000471597122080855,0.00921088129064169,84.51884192863,0.0837941782807059,0.285795272129787,"Welch Two Sample t-test","two.sided","S"
"32","MS","P10643","C7","Complement component C7","C7","OID30766","Inflammation II",-0.0866719983253842,0.0140220111432432,0.100694009468627,37,51,88,-1.29480730198373,0.198873231647941,0.436207699231017,85.4808330247389,-0.219752156215194,0.0464081595644251,"Welch Two Sample t-test","two.sided","NS"
"33","MS","P07451","CA3","Carbonic anhydrase 3","CA3","OID20271","Cardiometabolic",-0.160291352785533,-0.0976228985972973,0.0626684541882353,37,51,88,-1.53032513213815,0.129818583756748,0.34972678813779,81.2913658120371,-0.368686404161655,0.0481036985905902,"Welch Two Sample t-test","two.sided","NS"
"34","MS","P29622","SERPINA4","Kallistatin","SERPINA4","OID30774","Inflammation II",0.231938662697509,0.193974032783784,-0.0379646299137255,37,51,88,3.38630513122685,0.00107170056331455,0.0146458972729119,85.6072008860672,0.0957698985835528,0.368107426811466,"Welch Two Sample t-test","two.sided","S"
"35","MS","P35542","SAA4","Serum amyloid A-4 protein","SAA4","OID30726","Inflammation II",0.164829379738527,0.148866762018919,-0.0159626177196078,37,51,88,2.57618767917085,0.0117166862673952,0.0717161794641055,85.0307988268958,0.03761688859852,0.292041870878534,"Welch Two Sample t-test","two.sided","NS"
"36","MS","Q04756","HGFAC","Hepatocyte growth factor activator","HGFAC","OID30718","Inflammation II",0.142703551973026,0.134604712994595,-0.00809883897843137,37,51,88,2.48580775272381,0.0148654717311818,0.0852377966237488,85.7797993595458,0.0285774046925645,0.256829699253487,"Welch Two Sample t-test","two.sided","NS"
"37","MS","P01019","AGT","Angiotensinogen","AGT","OID30709","Inflammation II",0.26329949925575,0.220709131045946,-0.0425903682098039,37,51,88,4.02772033671724,0.000163826512991297,0.00605594843982628,58.7535940328454,0.132479265207392,0.394119733304107,"Welch Two Sample t-test","two.sided","S"
"38","MS","P43652","AFM","Afamin","AFM","OID30741","Inflammation II",0.145593820334499,0.0714832484756757,-0.0741105718588235,37,51,88,2.48700155256945,0.0148159110974849,0.0852377966237488,85.9179338987078,0.0292147696906599,0.261972870978339,"Welch Two Sample t-test","two.sided","NS"
"39","MS","P01031","C5","Complement C5","C5","OID30744","Inflammation II",0.08905450719062,0.150474155072973,0.0614196478823529,37,51,88,2.15797583280398,0.0341349141332789,0.164864470989014,74.9067760118548,0.0068435334341603,0.17126548094708,"Welch Two Sample t-test","two.sided","NS"
"40","MS","P01009","SERPINA1","Alpha-1-antitrypsin","SERPINA1","OID30750","Inflammation II",-0.187131409095496,-0.106853498562162,0.0802779105333333,37,51,88,-1.97100153579475,0.0523161947195352,0.200598906133187,77.0230130882991,-0.376184769721473,0.00192195153048222,"Welch Two Sample t-test","two.sided","NS"
"41","MS","Q07075","ENPEP","Glutamyl aminopeptidase","ENPEP","OID30135","Cardiometabolic II",0.0478217533170111,0.0509781877405405,0.00315643442352941,37,51,88,0.638345661786702,0.525193958288115,0.749199442657821,74.968538408983,-0.101417880940301,0.197061387574323,"Welch Two Sample t-test","two.sided","NS"
"42","MS","P61769","B2M","Beta-2-microglobulin","B2M","OID30725","Inflammation II",-0.275001909190673,-0.0921623678945946,0.182839541296078,37,51,88,-3.68996541436578,0.000396286849024662,0.0079896542142069,84.4205572290167,-0.423196158362417,-0.126807660018929,"Welch Two Sample t-test","two.sided","S"
"43","MS","P05451","REG1A","Lithostathine-1-alpha","REG1A","OID20415","Cardiometabolic",-0.239215803938315,-0.200062557732432,0.0391532462058824,37,51,88,-2.72595079629751,0.00777682500648358,0.0554160941980406,85.4862514914855,-0.413681922049609,-0.064749685827021,"Welch Two Sample t-test","two.sided","NS"
"44","MS","P27169","PON1","Serum paraoxonase/arylesterase 1","PON1","OID30704","Inflammation II",0.260598137009327,0.158013975005405,-0.102584162003922,37,51,88,3.70632887058675,0.000374300668329994,0.00785219406415677,84.6909237725219,0.120792353488042,0.400403920530612,"Welch Two Sample t-test","two.sided","S"
"45","MS","P02649","APOE","Apolipoprotein E","APOE","OID30727","Inflammation II",0.184746802587175,0.318505441867568,0.133758639280392,37,51,88,1.95011626277512,0.0548408878203752,0.206479246311653,76.1931239827137,-0.00392916072760792,0.373422765901959,"Welch Two Sample t-test","two.sided","NS"
"46","MS","Q15848","ADIPOQ","Adiponectin","ADIPOQ","OID30748","Inflammation II",0.204026393382512,0.0802151560648648,-0.123811237317647,37,51,88,1.87958071566128,0.0635918664993533,0.2284190607017,84.9906501616611,-0.0117982163828267,0.41985100314785,"Welch Two Sample t-test","two.sided","NS"
"47","MS","P04217","A1BG","Alpha-1B-glycoprotein","A1BG","OID30771","Inflammation II",0.112760522601272,0.0789751906189189,-0.0337853319823529,37,51,88,2.72202370556716,0.00873595339488061,0.0597707474057674,53.5654277652164,0.0296924551232731,0.195828590079271,"Welch Two Sample t-test","two.sided","NS"
"48","MS","Q96QR1","SCGB3A1","Secretoglobin family 3A member 1","SCGB3A1","OID30577","Inflammation II",-0.103209626617541,-0.192700311756757,-0.0894906851392157,37,51,88,-0.760994168081143,0.448875162439226,0.687615138540481,80.8222396114429,-0.373069289378474,0.166650036143392,"Welch Two Sample t-test","two.sided","NS"
"49","MS","Q08380","LGALS3BP","Galectin-3-binding protein","LGALS3BP","OID30765","Inflammation II",-0.131028827049338,-0.10804644022973,0.0229823868196079,37,51,88,-1.22810642997599,0.222767339415169,0.467106365450259,85.7490745624815,-0.343133865621307,0.0810762115226316,"Welch Two Sample t-test","two.sided","NS"
"50","MS","Q9P232","CNTN3","Contactin-3","CNTN3","OID21092","Neurology",-0.00356559398007419,0.00852048362972973,0.0120860776098039,37,51,88,-0.0668316665215875,0.946887923992695,0.981434415415314,77.4557310314599,-0.109792753135586,0.102661565175438,"Welch Two Sample t-test","two.sided","NS"
"51","MS","P09871","C1S","Complement C1s subcomponent","C1S","OID30731","Inflammation II",0.0801956983113938,0.111020627848649,0.0308249295372549,37,51,88,2.16191703857154,0.0341737845282605,0.164864470989014,67.4927919164668,0.00616427156342189,0.154227125059366,"Welch Two Sample t-test","two.sided","NS"
"52","MS","P15121","AKR1B1","Aldo-keto reductase family 1 member B1","AKR1B1","OID21244","Oncology",-0.0307954656975994,-0.0127293094405405,0.0180661562570588,37,51,88,-0.488088348696981,0.62673057757831,0.834876417431332,85.9184174158662,-0.156223964690808,0.0946330332956089,"Welch Two Sample t-test","two.sided","NS"
"53","MS","O43866","CD5L","CD5 antigen-like","CD5L","OID30775","Inflammation II",-0.222554392238315,-0.191824578332432,0.0307298139058824,37,51,88,-2.16617362211195,0.0332720681151184,0.163740492692512,80.0759864506628,-0.427012104621764,-0.0180966798548658,"Welch Two Sample t-test","two.sided","NS"
"54","MS","P05362","ICAM1","Intercellular adhesion molecule 1","ICAM1","OID20411","Cardiometabolic",-0.0218267048155803,-0.0179276492567568,0.00389905555882353,37,51,88,-0.381663306138783,0.703654125299928,0.872755900408068,85.852630898106,-0.135516218539996,0.0918628089088359,"Welch Two Sample t-test","two.sided","NS"
"55","MS","P05543","SERPINA7","Thyroxine-binding globulin","SERPINA7","OID30724","Inflammation II",0.185413221467621,0.101697214589189,-0.0837160068784314,37,51,88,3.54028638904265,0.000686291851233478,0.0115927677573223,75.9814620616633,0.0811041766243115,0.28972226631093,"Welch Two Sample t-test","two.sided","S"
"56","MS","P09211","GSTP1","Glutathione S-transferase P","GSTP1","OID20876","Neurology",-0.000158376190832019,-0.0666106666594595,-0.0664522904686274,37,51,88,-0.00171491870387039,0.998636754570484,0.998636754570484,67.4625461453347,-0.18447053208044,0.184153779698776,"Welch Two Sample t-test","two.sided","NS"
"57","MS","P00736","C1R","Complement C1r subcomponent","C1R","OID30753","Inflammation II",0.110338379214467,0.158619202802703,0.0482808235882353,37,51,88,2.89797482826986,0.00504178562686584,0.0413398820286365,68.4244957793745,0.0343708189966114,0.186305939432323,"Welch Two Sample t-test","two.sided","S"
"58","MS","P01034","CST3","Cystatin-C","CST3","OID20400","Cardiometabolic",-0.132846202116799,0.170154703645946,0.303000905762745,37,51,88,-2.6225608917938,0.0103365976505751,0.065256298299085,85.2269026795891,-0.233558330400755,-0.0321340738328429,"Welch Two Sample t-test","two.sided","NS"
"59","MS","Q9HCU0","CD248","Endosialin","CD248","OID30394","Cardiometabolic II",-0.0389294466343402,0.00932457828918919,0.0482540249235294,37,51,88,-0.817285234759133,0.416148243497327,0.655145219611661,81.500187953911,-0.13369462595356,0.0558357326848795,"Welch Two Sample t-test","two.sided","NS"
"60","MS","Q04695","KRT17","Keratin, type I cytoskeletal 17","KRT17","OID30092","Cardiometabolic II",0.0396986638178061,-1.44341947153514,-1.48311813535294,37,51,88,0.193331073480871,0.847257250677653,0.948945190939571,70.2917500829366,-0.369809801609649,0.449207129245262,"Welch Two Sample t-test","two.sided","NS"
"61","MS","P03952","KLKB1","Plasma kallikrein","KLKB1","OID30760","Inflammation II",0.3237960617531,0.248972999464865,-0.0748230622882353,37,51,88,6.51204600598207,6.05929946215645e-09,1.89353108192389e-06,79.928100404097,0.224843505753807,0.422748617752393,"Welch Two Sample t-test","two.sided","S"
"62","MS","P05060","CHGB","Secretogranin-1","CHGB","OID21038","Neurology",-0.0847162592470535,0.0246180547921622,0.109334314039216,37,51,88,-1.11506756618438,0.267935023079242,0.515259659767772,85.7997076673111,-0.235752809342481,0.0663202908483743,"Welch Two Sample t-test","two.sided","NS"
"63","MS","P00742","F10","Coagulation factor X","F10","OID30684","Inflammation II",0.0756083418895601,0.0195646155405405,-0.0560437263490196,37,51,88,1.15782525491405,0.251102488635952,0.493519042130409,66.0905369951205,-0.0547680381072665,0.205984721886387,"Welch Two Sample t-test","two.sided","NS"
"64","MS","P05160","F13B","Coagulation factor XIII B chain","F13B","OID30781","Inflammation II",0.0815303265890302,0.119527080324324,0.0379967537352941,37,51,88,1.76690283154315,0.0812839514957918,0.273692052153961,75.5362450477269,-0.0103806938774587,0.173441347055519,"Welch Two Sample t-test","two.sided","NS"
"65","MS","P18065","IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP2","OID20325","Cardiometabolic",-0.0996097141470058,-0.00344841537837838,0.0961612987686274,37,51,88,-1.06439348451369,0.290540533928933,0.545308809926676,75.551497880969,-0.286015390129582,0.0867959618355708,"Welch Two Sample t-test","two.sided","NS"
"66","MS","Q9UM47","NOTCH3","Neurogenic locus notch homolog protein 3","NOTCH3","OID20253","Cardiometabolic",-0.0200556157160042,0.11080986847027,0.130865484186274,37,51,88,-0.408385829447659,0.684111636131231,0.864936095455057,77.8448655138357,-0.117828149038684,0.0777169176066751,"Welch Two Sample t-test","two.sided","NS"
"67","MS","P98160","HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","HSPG2","OID20383","Cardiometabolic",-0.0501111317102809,0.0699857212054054,0.120096852915686,37,51,88,-1.47570933243673,0.143679505451967,0.372612825342238,85.8698162392275,-0.117617506607012,0.01739524318645,"Welch Two Sample t-test","two.sided","NS"
"68","MS","P04196","HRG","Histidine-rich glycoprotein","HRG","OID30770","Inflammation II",0.128363758263646,0.122757014767568,-0.00560674349607843,37,51,88,2.15538719246231,0.0342918099657149,0.164864470989014,76.1331750111138,0.00975335252593573,0.246974164001356,"Welch Two Sample t-test","two.sided","NS"
"69","MS","P02750","LRG1","Leucine-rich alpha-2-glycoprotein","LRG1","OID30751","Inflammation II",-0.0230962816208267,-0.0638106795972973,-0.0407143979764706,37,51,88,-0.223790639976903,0.823562245702032,0.941519391038185,71.0734501524524,-0.228877242022429,0.182684678780776,"Welch Two Sample t-test","two.sided","NS"
"70","MS","P50552","VASP","Vasodilator-stimulated phosphoprotein","VASP","OID30692","Inflammation II",-0.0961386053518283,-0.203003017945946,-0.106864412594118,37,51,88,-0.555246450023345,0.580633143962996,0.795823936352791,64.9624778501069,-0.441938485049745,0.249661274346088,"Welch Two Sample t-test","two.sided","NS"
"71","MS","P07942","LAMB1","Laminin subunit beta-1","LAMB1","OID30280","Cardiometabolic II",0.0340254569235824,0.0497111170216216,0.0156856600980392,37,51,88,0.719260645618039,0.473943223397364,0.712054121690751,85.4329098600003,-0.0600249766184481,0.128075890465613,"Welch Two Sample t-test","two.sided","NS"
"72","MS","P02763","ORM1","Alpha-1-acid glycoprotein 1","ORM1","OID30768","Inflammation II",0.0194983131739799,-0.142543246016216,-0.162041559190196,37,51,88,0.162141096411134,0.871614242193041,0.952375701696942,77.9621196988382,-0.219913270754757,0.258909897102717,"Welch Two Sample t-test","two.sided","NS"
"73","MS","P05107","ITGB2","Integrin beta-2","ITGB2","OID20315","Cardiometabolic",0.0772491493698993,0.166312927418919,0.0890637780490196,37,51,88,1.54626874997528,0.125718180938228,0.347671960559258,85.850779291942,-0.0220673726895588,0.176565671429357,"Welch Two Sample t-test","two.sided","NS"
"74","MS","P04066","FUCA1","Tissue alpha-L-fucosidase","FUCA1","OID20261","Cardiometabolic",0.0563529503765766,-0.0791660616567567,-0.135519012033333,37,51,88,0.418493651400678,0.676734921620621,0.859673426855463,78.092384222833,-0.211722838170188,0.324428738923341,"Welch Two Sample t-test","two.sided","NS"
"75","MS","P26927","MST1","Hepatocyte growth factor-like protein","MST1","OID30713","Inflammation II",0.0491200567227875,0.0956230170972973,0.0465029603745098,37,51,88,0.820677562717278,0.414252183767543,0.653807108218976,80.5471709877636,-0.0699788920795816,0.168219005525157,"Welch Two Sample t-test","two.sided","NS"
"76","MS","Q96IY4","CPB2","Carboxypeptidase B2","CPB2","OID30734","Inflammation II",0.174926668600795,0.198191119024324,0.0232644504235294,37,51,88,4.14080855113219,8.4813642198748e-05,0.00441737719785146,80.4152523074471,0.090863962912002,0.258989374289588,"Welch Two Sample t-test","two.sided","S"
"77","MS","P08519","LPA","Apolipoprotein(a)","LPA","OID30747","Inflammation II",0.228749625372814,0.310417721408108,0.0816680960352941,37,51,88,1.43093466807642,0.156540285450403,0.390193455750497,76.1447636516417,-0.0896299390372875,0.547129189782915,"Welch Two Sample t-test","two.sided","NS"
"78","MS","P00748","F12","Coagulation factor XII","F12","OID30739","Inflammation II",0.151685595319184,0.255941001527027,0.104255406207843,37,51,88,2.14091430668737,0.0357965719412988,0.169647885682484,69.3814330538488,0.010355881235919,0.293015309402449,"Welch Two Sample t-test","two.sided","NS"
"79","MS","P02452","COL1A1","Collagen alpha-1(I) chain","COL1A1","OID20335","Cardiometabolic",-0.077058975409168,-0.0817805456405405,-0.00472157023137256,37,51,88,-0.942854611275071,0.348417760645129,0.598244781327488,85.309958348748,-0.239550466786197,0.0854325159678615,"Welch Two Sample t-test","two.sided","NS"
"80","MS","P05452","CLEC3B","Tetranectin","CLEC3B","OID30756","Inflammation II",0.170301828570111,0.140803989705405,-0.0294978388647059,37,51,88,3.03824293122431,0.00322414175707074,0.0306367997607277,79.0594109458499,0.0587329522690394,0.281870704871183,"Welch Two Sample t-test","two.sided","S"
"81","MS","O95445","APOM","Apolipoprotein M","APOM","OID20374","Cardiometabolic",0.198645827529094,0.12370512897027,-0.0749406985588235,37,51,88,3.75762436453357,0.00031278771034971,0.00751893534494495,85.440077174905,0.0935443805307768,0.303747274527411,"Welch Two Sample t-test","two.sided","S"
"82","MS","P07998","RNASE1","Ribonuclease pancreatic","RNASE1","OID30672","Inflammation II",-0.151298065990143,0.0123632440216216,0.163661310011765,37,51,88,-2.56133157219391,0.0121906722107122,0.0725182707579149,85.0624390191573,-0.268743969777015,-0.0338521622032715,"Welch Two Sample t-test","two.sided","NS"
"83","MS","Q07954","LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1","OID21293","Oncology",0.0684304829845787,0.102332973608108,0.0339024906235294,37,51,88,2.08404562573533,0.0401547358815021,0.178259150582582,85.1005655199741,0.00314601393468645,0.133714952034471,"Welch Two Sample t-test","two.sided","NS"
"84","MS","P02775","PPBP","Platelet basic protein","PPBP","OID30761","Inflammation II",0.00410035860699523,0.00075507245405407,-0.00334528615294116,37,51,88,0.0319346812820805,0.974609964954118,0.990513023347123,74.1327324796656,-0.251731216553263,0.259931933767253,"Welch Two Sample t-test","two.sided","NS"
"85","MS","Q8WWQ8","STAB2","Stabilin-2","STAB2","OID30401","Cardiometabolic II",0.0811931334506624,0.14867661207027,0.0674834786196078,37,51,88,2.0940005891593,0.0402152643714306,0.178259150582582,64.1688131746583,0.00373674996377826,0.158649516937547,"Welch Two Sample t-test","two.sided","NS"
"86","MS","P04180","LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT","OID30677","Inflammation II",0.179136477899629,0.177873851748649,-0.00126262615098038,37,51,88,3.54198116944162,0.000654115192959333,0.0115927677573223,83.1258879444618,0.0785466517552016,0.279726304044056,"Welch Two Sample t-test","two.sided","S"
"87","MS","P12429","ANXA3","Annexin A3","ANXA3","OID21036","Neurology",-0.171702419042978,-0.239512525435135,-0.0678101063921569,37,51,88,-1.70662625074321,0.0918441605255707,0.292870409839192,78.5116903281693,-0.371979527146468,0.0285746890605116,"Welch Two Sample t-test","two.sided","NS"
"88","MS","P02144","MB","Myoglobin","MB","OID20263","Cardiometabolic",-0.355357127327716,0.0723909818918919,0.427748109219608,37,51,88,-3.76620403267948,0.000303104709437675,0.00751893534494495,85.7593267966293,-0.542934557089485,-0.167779697565947,"Welch Two Sample t-test","two.sided","S"
"89","MS","P02743","APCS","Serum amyloid P-component","APCS","OID30778","Inflammation II",-0.071388762008638,-0.0546717300243243,0.0167170319843137,37,51,88,-0.953924413451631,0.34288392968275,0.595284600143663,83.2393713710827,-0.220230049694387,0.077452525677111,"Welch Two Sample t-test","two.sided","NS"
"90","MS","P13796","LCP1","Plastin-2","LCP1","OID30367","Cardiometabolic II",0.117029313147589,0.122882023416216,0.00585271026862746,37,51,88,1.66061411504282,0.10262942630025,0.315977297722444,53.6102657053428,-0.0242851046197643,0.258343730914942,"Welch Two Sample t-test","two.sided","NS"
"91","MS","P35443","THBS4","Thrombospondin-4","THBS4","OID20368","Cardiometabolic",0.0177607264301537,0.175488806902703,0.157728080472549,37,51,88,0.200402608928453,0.841734182374289,0.946332596123755,71.5593751448649,-0.158929019477998,0.194450472338305,"Welch Two Sample t-test","two.sided","NS"
"92","MS","P11717","IGF2R","Cation-independent mannose-6-phosphate receptor","IGF2R","OID21146","Neurology",0.00105258305792264,0.0604625637324324,0.0594099806745098,37,51,88,0.026995327702775,0.978526077650158,0.990513023347123,85.8998632090386,-0.0764608551222452,0.0785660212380905,"Welch Two Sample t-test","two.sided","NS"
